YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2019,2019,DE,Delaware,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,16.5,16.5,,14.6,18.5,Overall,Overall,POINT (-75.57774116799965 39.008830667000495),10,AGEADJPREV,OVERALL,OVR
2017,2017,DE,Delaware,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,17.9,17.9,,16.2,19.9,Overall,Overall,POINT (-75.57774116799965 39.008830667000495),10,AGEADJPREV,OVERALL,OVR
2011,2011,FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.3,1.3,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.8,2.1,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,MEDIAN,OVERALL,OVR
2013,2013,FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.1,1.1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,2,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,MEDIAN,OVERALL,OVR
2015,2015,DE,Delaware,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,17.7,17.7,,15.8,19.6,Overall,Overall,POINT (-75.57774116799965 39.008830667000495),10,AGEADJPREV,OVERALL,OVR
2018,2018,FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,30.7,30.7,,29,32.4,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2018,2018,FL,Florida,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,12.5,12.5,,11,14.1,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2019,2019,FL,Florida,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,15.4,15.4,,14.2,16.6,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2014,2014,FL,Florida,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,62.4,62.4,,60.8,63.9,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2015,2015,FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,2,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,MEDIAN,OVERALL,OVR
2013,2013,FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.4,1.4,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.9,2.1,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,MEDIAN,OVERALL,OVR
2018,2018,FL,Florida,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,63.0,63,,61.1,64.9,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2020,2020,DE,Delaware,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,15.8,15.8,,14.1,17.6,Overall,Overall,POINT (-75.57774116799965 39.008830667000495),10,AGEADJPREV,OVERALL,OVR
2020,2020,FL,Florida,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,14.0,14,,12.1,16,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2020,2020,FL,Florida,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,61.7,61.7,,59.3,64,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2020,2020,DE,Delaware,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,63.9,63.9,,61.6,66.1,Overall,Overall,POINT (-75.57774116799965 39.008830667000495),10,AGEADJPREV,OVERALL,OVR
2012,2012,FL,Florida,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2011,2011,DE,Delaware,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,22.5,22.5,,20.6,24.4,Overall,Overall,POINT (-75.57774116799965 39.008830667000495),10,AGEADJPREV,OVERALL,OVR
2014,2014,FL,Florida,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,58.2,58.2,,56.5,59.9,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2012,2012,DE,Delaware,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,20.3,20.3,,18.7,22.1,Overall,Overall,POINT (-75.57774116799965 39.008830667000495),10,AGEADJPREV,OVERALL,OVR
2017,2017,FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,28.4,28.4,,26.8,30.1,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2017,2017,FL,Florida,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2015,2015,FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,26.5,26.5,,25.1,28,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2021,2021,FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,,,No data available,,,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,MEDIAN,OVERALL,OVR
2016,2016,DE,Delaware,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,18.1,18.1,,16.3,20,Overall,Overall,POINT (-75.57774116799965 39.008830667000495),10,AGEADJPREV,OVERALL,OVR
2014,2014,DE,Delaware,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,20.3,20.3,,18.4,22.5,Overall,Overall,POINT (-75.57774116799965 39.008830667000495),10,AGEADJPREV,OVERALL,OVR
2018,2018,DE,Delaware,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,17.4,17.4,,15.9,19,Overall,Overall,POINT (-75.57774116799965 39.008830667000495),10,AGEADJPREV,OVERALL,OVR
2015,2015,FL,Florida,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,16.4,16.4,,15.2,17.7,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2013,2013,FL,Florida,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,17.4,17.4,,16.5,18.4,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2017,2017,FL,Florida,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,16.8,16.8,,15.6,18.2,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2019,2019,FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,26.3,26.3,,24.8,27.8,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,AGEADJPREV,OVERALL,OVR
2019,2019,FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.6,1.6,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.1,2.3,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,MEDIAN,OVERALL,OVR
2013,2013,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,30.2,30.2,,28.8,31.7,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2013,2013,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.3,1.3,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.8,2.1,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,MEDIAN,OVERALL,OVR
2015,2015,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,30.5,30.5,,28.6,32.5,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2012,2012,GA,Georgia,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2015,2015,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.5,2,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,MEDIAN,OVERALL,OVR
2014,2014,GA,Georgia,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,59.5,59.5,,57.8,61.2,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2014,2014,GA,Georgia,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,20.1,20.1,,17.8,22.6,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2018,2018,GA,Georgia,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,62.3,62.3,,61,63.6,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2011,2011,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,27.8,27.8,,26.4,29.1,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2019,2019,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.6,1.6,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.1,2.3,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,MEDIAN,OVERALL,OVR
2016,2016,GA,Georgia,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,62.9,62.9,,61.1,64.6,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2017,2017,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,31.7,31.7,,30.1,33.4,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2019,2019,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,33.4,33.4,,31.5,35.3,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2021,2021,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.6,1.6,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.1,2.3,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,MEDIAN,OVERALL,OVR
2020,2020,GA,Georgia,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,60.5,60.5,,58.7,62.2,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2021,2021,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.5,1.5,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.8,2.3,Overall,Overall,POINT (144.793731 13.444304),66,MEDIAN,OVERALL,OVR
2011,2011,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.3,1.3,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.8,2,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,MEDIAN,OVERALL,OVR
2013,2013,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.5,2,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,MEDIAN,OVERALL,OVR
2017,2017,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.7,1.7,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.1,2.4,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,MEDIAN,OVERALL,OVR
2021,2021,GA,Georgia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,15.6,15.6,,14.3,17,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2021,2021,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.5,2,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,MEDIAN,OVERALL,OVR
2021,2021,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,32.3,32.3,,28.4,36.4,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2020,2020,GA,Georgia,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,61.8,61.8,,60.1,63.5,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2019,2019,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.9,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,MEDIAN,OVERALL,OVR
2013,2013,GA,Georgia,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,60.2,60.2,,58.7,61.7,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2011,2011,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.5,2,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,MEDIAN,OVERALL,OVR
2020,2020,GA,Georgia,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,64.3,64.3,,62.4,66.1,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2018,2018,GA,Georgia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,16.5,16.5,,15.5,17.6,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2016,2016,GA,Georgia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,18.1,18.1,,16.7,19.6,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2017,2017,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.5,1.9,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,MEDIAN,OVERALL,OVR
2014,2014,GA,Georgia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,17.4,17.4,,16,18.9,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2012,2012,GA,Georgia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,20.2,20.2,,18.7,21.8,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2015,2015,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.3,1.3,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.7,2,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,MEDIAN,OVERALL,OVR
2020,2020,GA,Georgia,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,18.1,18.1,,16.1,20.3,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2017,2017,GA,Georgia,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2021,2021,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.9,Overall,Overall,POINT (144.793731 13.444304),66,MEDIAN,OVERALL,OVR
2015,2015,GA,Georgia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,17.7,17.7,,16.1,19.3,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2012,2012,GA,Georgia,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,60.7,60.7,,58.7,62.6,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2016,2016,GA,Georgia,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,60.3,60.3,,58.3,62.2,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2021,2021,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,34.2,34.2,,32.5,36,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2020,2020,GA,Georgia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,16.3,16.3,,14.9,17.7,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2020,2020,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,34.3,34.3,,32.5,36.1,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2016,2016,GA,Georgia,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,19.9,19.9,,17.6,22.5,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2011,2011,GA,Georgia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,20.9,20.9,,19.7,22.3,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2016,2016,GA,Georgia,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,61.6,61.6,,59.7,63.4,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2017,2017,GA,Georgia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,17.6,17.6,,16.3,19,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2019,2019,GA,Georgia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,16.7,16.7,,15.4,18.2,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2018,2018,GA,Georgia,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,59.8,59.8,,58.5,61.1,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2014,2014,GA,Georgia,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,60.5,60.5,,58.8,62.2,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2021,2021,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,19.8,19.8,,16.3,23.9,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2013,2013,GA,Georgia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,18.8,18.8,,17.5,20.1,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2014,2014,GA,Georgia,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,61.8,61.8,,59.9,63.6,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2014,2014,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,30.5,30.5,,28.9,32.2,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2018,2018,GA,Georgia,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,63.5,63.5,,62.1,64.9,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2016,2016,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,31.5,31.5,,29.7,33.3,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2012,2012,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,29.0,29,,27.4,30.7,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2012,2012,GA,Georgia,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,18.9,18.9,,16.6,21.3,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2018,2018,GA,Georgia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,32.5,32.5,,31.1,33.8,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2012,2012,GA,Georgia,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,64.1,64.1,,62.3,65.8,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2018,2018,GA,Georgia,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,16.8,16.8,,15,18.9,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,AGEADJPREV,OVERALL,OVR
2015,2015,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,2,Overall,Overall,POINT (144.793731 13.444304),66,MEDIAN,OVERALL,OVR
2020,2020,GU,Guam,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,55.4,55.4,,51.5,59.3,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2017,2017,GU,Guam,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2012,2012,GU,Guam,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,21.2,21.2,,13.6,31.5,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2020,2020,GU,Guam,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2012,2012,GU,Guam,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,52.6,52.6,,49.7,55.5,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2012,2012,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,24.9,24.9,,22.4,27.5,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2016,2016,GU,Guam,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,56.4,56.4,,52.8,59.9,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2014,2014,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,28.0,28,,25.6,30.6,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
